loinc_num,long_common_name,classtype,found_in_lab,found_in_obs_clin,found_in_obs_gen
49172-0,Orientia tsutsugamushi Gillia,1,1,,
49173-8,Orientia tsutsugamushi Gillia,1,1,,
49174-6,Orientia tsutsugamushi Gillia,1,1,,
49175-3,Human bocavirus IgG Ab [Prese,1,1,,
49176-1,Herpes virus 8 IgM Ab [Titer],1,1,,
49177-9,Hepatitis B virus surface IgG,1,1,,
49178-7,Epstein Barr virus Ab [Presen,1,1,,
49179-5,Ehrlichia chaffeensis IgM Ab,1,1,,
49180-3,Ehrlichia chaffeensis IgG Ab,1,1,,
49181-1,Echinococcus granulosus Ab [T,1,1,,
49182-9,Coxiella burnetii phase 2 IgM,1,1,,
49183-7,Coxiella burnetii phase 2 IgG,1,1,,
49184-5,Coxiella burnetii phase 2 IgA,1,1,,
49185-2,Coxiella burnetii phase 1 IgM,1,1,,
49186-0,Coxiella burnetii phase 1 IgG,1,1,,
49187-8,Coxiella burnetii phase 1 IgA,1,1,,
49188-6,Corynebacterium diphtheriae t,1,1,,
4918-9,HLA-Dw9 [Presence] in Donor,1,1,,
49189-4,Corynebacterium diphtheriae t,1,1,,
49190-2,Coccidioides sp Ab [Presence],1,1,,
49191-0,Clostridium tetani toxoid IgG,1,1,,
49192-8,Clostridium tetani toxoid IgG,1,1,,
49193-6,California encephalitis virus,1,1,,
49194-4,California encephalitis virus,1,1,,
49195-1,California encephalitis virus,1,1,,
49196-9,Brucella abortus Ab [Presence,1,1,,
4919-7,HLA-Dw9 [Presence],1,1,,
49197-7,Bartonella vinsonii berkhoffi,1,1,,
49198-5,Bartonella vinsonii berkhoffi,1,1,,
49199-3,Bartonella vinsonii berkhoffi,1,1,,
49200-9,Bartonella vinsonii berkhoffi,1,1,,
49201-7,Bartonella quintana IgM Ab [T,1,1,,
49202-5,Bartonella quintana IgG Ab [T,1,1,,
49203-3,Bartonella henselae IgG Ab [T,1,1,,
49204-1,Bartonella henselae IgM Ab [T,1,1,,
4920-5,HLA-DPw1 [Presence] in Donor,1,1,,
49205-8,Bartonella elizabethae IgM Ab,1,1,,
49206-6,Bartonella elizabethae IgG Ab,1,1,,
49207-4,Bartonella elizabethae IgM Ab,1,1,,
49208-2,Bartonella elizabethae IgG Ab,1,1,,
49209-0,Bartonella bacilliformis IgM,1,1,,
49210-8,Bartonella bacilliformis IgG,1,1,,
49211-6,Bartonella bacilliformis IgM,1,1,,
49212-4,Bartonella bacilliformis IgG,1,1,,
4921-3,HLA-DPw1 [Presence],1,1,,
49213-2,Anaplasma phagocytophilum IgG,1,1,,
49214-0,Anaplasma phagocytophilum IgM,1,1,,
49215-7,PKHD1 gene mutations found [I,1,1,,
49216-5,Hexokinase [Enzymatic activit,1,1,,
49217-3,"2,3-Diphosphoglycerate [Moles",1,1,,
49218-1,Phosphatidylinositol/Surfacta,1,1,,
49219-9,Galactose [Mass/volume] in Re,1,1,,
49220-7,Prolactin [Mass/volume] in Se,1,1,,
4922-1,HLA-DPw2 [Presence] in Donor,1,1,,
49221-5,Catalase [Enzymatic activity/,1,1,,
49222-3,Food allergen panel - Serum,1,1,,
49223-1,Colony count [#/volume] in Un,1,1,,
49224-9,Leukocytes [#/area] in Semen,1,1,,
49225-6,Heptacarboxylate/Creatinine [,1,1,,
49226-4,lamiVUDine [Mass/volume] in S,1,1,,
49227-2,Stavudine [Mass/volume] in Se,1,1,,
49228-0,Porphobilinogen deaminase [En,1,1,,
49229-8,Nucleated erythrocytes/100 le,1,1,,
49230-6,Acetylcholinesterase [Enzymat,1,1,,
49231-4,Cholinesterase [Enzymatic act,1,1,,
49232-2,Giardia lamblia+Cryptosporidi,1,1,,
49233-0,Giardia lamblia+Cryptosporidi,1,1,,
49234-8,Patient symptoms [Interpretat,1,1,,
49235-5,Patient symptoms [Interpretat,1,1,,
49236-3,Patient symptoms [Interpretat,1,1,,
49237-1,Patient symptoms [Interpretat,1,1,,
49238-9,Patient symptoms [Interpretat,1,1,,
4923-9,HLA-DPw2 [Presence],1,1,,
49239-7,Patient symptoms [Interpretat,1,1,,
49240-5,Patient symptoms [Interpretat,1,1,,
49241-3,Xylose absorption [Interpreta,1,1,,
49242-1,Acylcarnitine pattern [Interp,1,1,,
49243-9,Alkaline phosphatase isoenzym,1,1,,
49244-7,Alpha 1 antitrypsin phenotypi,1,1,,
49245-4,Alpha tocopherol and Beta+gam,1,1,,
49246-2,Alpha-1-Fetoprotein interpret,1,1,,
4924-7,HLA-DPw3 [Presence] in Donor,1,1,,
49247-0,Amino acid pattern [Interpret,1,1,,
49248-8,Amino acid pattern [Interpret,1,1,,
49249-6,Deprecated Amino acids [inter,1,1,,
49250-4,Deprecated Amino acids [inter,1,1,,
49251-2,Amylase isoenzymes [Interpret,1,1,,
49252-0,Calculus analysis [Interpreta,1,1,,
49253-8,Beta-N-acetylhexosaminidase A,1,1,,
4925-4,HLA-DPw3 [Presence],1,1,,
49254-6,Bile acid pattern [Interpreta,1,1,,
49255-3,Calculus analysis [Interpreta,1,1,,
49256-1,Catecholamines [Interpretatio,1,1,,
49257-9,Catecholamines [Interpretatio,1,1,,
49258-7,Creatine kinase isoenzymes [I,1,1,,
49259-5,Creatine kinase isoenzymes [I,1,1,,
49260-3,Cryoglobulin IgA and IgG and,1,1,,
49261-1,Cryoproteins [Interpretation],1,1,,
4926-2,HLA-DPw4 [Presence] in Donor,1,1,,
49262-9,Fatty acids pattern [Interpre,1,1,,
49263-7,Fatty acids.very long chain p,1,1,,
49264-5,Folate+Cyanocobalamin [Interp,1,1,,
49265-2,Gammopathy [Interpretation] i,1,1,,
49266-0,Glucose-6-Phosphate dehydroge,1,1,,
49267-8,Glutathione reductase phenoty,1,1,,
49268-6,Glycosaminoglycans pattern [I,1,1,,
49269-4,Homovanillate and Creatinine,1,1,,
4927-0,HLA-DPw4 [Presence],1,1,,
49270-2,Immunoglobulin light chains [,1,1,,
49271-0,Immunofixation for Cerebral s,1,1,,
49272-8,Immunoelectrophoresis for Cer,1,1,,
49273-6,Immunofixation for Body fluid,1,1,,
49274-4,Immunoelectrophoresis for Ser,1,1,,
49275-1,Immunofixation for Serum or P,1,1,,
49276-9,Immunofixation for Urine Narr,1,1,,
49277-7,Immunofixation for 24 hour Ur,1,1,,
49278-5,Immunoelectrophoresis for Uri,1,1,,
49279-3,Lactate dehydrogenase isoenzy,1,1,,
49280-1,Lipoprotein fractions [Interp,1,1,,
49281-9,Lipoprotein fractions [Interp,1,1,,
49282-7,Metanephrine and Normetanephr,1,1,,
49283-5,Metanephrine and Normetanephr,1,1,,
49284-3,Oligosaccharides pattern [Int,1,1,,
49285-0,Organic acids pattern [Interp,1,1,,
49286-8,Organic acids pattern [Interp,1,1,,
49287-6,Organic acids pattern [Interp,1,1,,
4928-8,HLA-DPw5 [Presence] in Donor,1,1,,
49288-4,Parathyrin [Interpretation] i,1,1,,
49289-2,Porphyrins [Interpretation] i,1,1,,
492-9,Temocillin [Susceptibility] b,1,1,,
49290-0,Porphyrins [Interpretation] i,1,1,,
49291-8,Porphyrins [Interpretation] i,1,1,,
49292-6,Porphyrin fractions [Interpre,1,1,,
49293-4,Oligoclonal bands [Interpreta,1,1,,
49294-2,Oligoclonal bands [Interpreta,1,1,,
49295-9,Protein Fractions [Interpreta,1,1,,
4929-6,HLA-DPw5 [Presence],1,1,,
49296-7,Protein Fractions [Interpreta,1,1,,
49297-5,Protein Fractions [Interpreta,1,1,,
49298-3,Protein Fractions [Interpreta,1,1,,
49299-1,Protein Fractions [Interpreta,1,1,,
49300-7,Protein Fractions [Interpreta,1,1,,
49301-5,Protein Fractions [Interpreta,1,1,,
49302-3,Protein Fractions [Interpreta,1,1,,
49303-1,Amino acid pattern [Interpret,1,1,,
4930-4,HLA-DPw6 [Presence] in Donor,1,1,,
49304-9,Uranium dose assessment [Inte,1,1,,
49305-6,Cervical Mucus Penetration Te,1,1,,
49306-4,Hamster Ova Penetration Test,1,1,,
49307-2,Myocardium Ab pattern [Interp,1,1,,
49308-0,Neutrophil cytoplasmic Ab pat,1,1,,
49309-8,Nuclear Ab pattern [Interpret,1,1,,
49310-6,Nuclear Ab pattern [Interpret,1,1,,
49311-4,Nuclear Ab pattern [Interpret,1,1,,
4931-2,HLA-DPw6 [Presence],1,1,,
49312-2,Acute leukemia markers [Inter,1,1,,
49313-0,Chronic leukemia markers [Int,1,1,,
49314-8,Immunodeficiency markers [Int,1,1,,
49315-5,Hemolytic disease of newborn,1,1,,
49316-3,Hemoglobin pattern [Interpret,1,1,,
49317-1,Hemoglobin pattern [Interpret,1,1,,
49318-9,Alpha-1-Fetoprotein interpret,1,1,,
49319-7,Beta glucosidase activator [I,1,1,,
4932-0,HLA-DQ1 [Presence] in Donor,1,1,,
49320-5,Beta-N-acetylhexosaminidase.A,1,1,,
49321-3,Cerebroside sulfatase activat,1,1,,
49322-1,Hemoglobin pattern [Interpret,1,1,,
49323-9,Hemoglobin pattern [Interpret,1,1,,
49324-7,11-Deoxycortisol [Mass/volume,1,1,,
49325-4,17-Hydroxypregnenolone [Mass/,1,1,,
49326-2,Aldosterone [Mass/volume] in,1,1,,
49327-0,Androstenedione [Mass/volume],1,1,,
49328-8,Clavulanate IgE Ab [Units/vol,1,1,,
49329-6,Interferon alpha Ab [Presence,1,1,,
49330-4,Renin [Enzymatic activity/vol,1,1,,
49331-2,Renin [Enzymatic activity/vol,1,1,,
49332-0,Vasopressin [Mass/volume] in,1,1,,
49333-8,Galactitol [Moles/volume] in,1,1,,
49334-6,Adenovirus DNA [#/volume] (vi,1,1,,
49335-3,Adenovirus DNA [#/volume] (vi,1,1,,
49336-1,Adenovirus DNA [#/volume] (vi,1,1,,
49337-9,Adenovirus DNA [#/volume] (vi,1,1,,
4933-8,HLA-DQ1 [Presence],1,1,,
49338-7,Adenovirus DNA [#/volume] (vi,1,1,,
49339-5,Adenovirus DNA [#/volume] (vi,1,1,,
49340-3,Adenovirus DNA [#/volume] (vi,1,1,,
49341-1,Adenovirus DNA [#/volume] (vi,1,1,,
49342-9,BK virus DNA [#/volume] (vira,1,1,,
49343-7,BK virus DNA [#/volume] (vira,1,1,,
49344-5,BK virus DNA [#/volume] (vira,1,1,,
49345-2,BK virus DNA [#/volume] (vira,1,1,,
4934-6,HLA-DQ2 [Presence] in Donor,1,1,,
49346-0,BK virus DNA [#/volume] (vira,1,1,,
49347-8,Cytomegalovirus DNA [#/volume,1,1,,
49348-6,Cytomegalovirus DNA [#/volume,1,1,,
49349-4,Cytomegalovirus DNA [#/volume,1,1,,
49350-2,Cytomegalovirus DNA [#/volume,1,1,,
49351-0,Cytomegalovirus DNA [#/volume,1,1,,
49352-8,Epstein Barr virus DNA [#/vol,1,1,,
4935-3,HLA-DQ2 [Presence],1,1,,
49353-6,Epstein Barr virus DNA [#/vol,1,1,,
49354-4,Epstein Barr virus DNA [#/vol,1,1,,
49355-1,Epstein Barr virus DNA [#/vol,1,1,,
49356-9,Epstein Barr virus DNA [#/vol,1,1,,
49357-7,Hepatitis B virus DNA [Units/,1,1,,
49358-5,Hepatitis B virus DNA [Units/,1,1,,
49359-3,Hepatitis B virus DNA [Log #/,1,1,,
49360-1,Hepatitis B virus DNA [Units/,1,1,,
4936-1,HLA-DQ3 [Presence] in Donor,1,1,,
49361-9,Hepatitis B virus DNA [Log #/,1,1,,
49362-7,Hepatitis B virus DNA [#/volu,1,1,,
49363-5,Hepatitis B virus DNA [#/volu,1,1,,
49364-3,Hepatitis B virus DNA [#/volu,1,1,,
49365-0,Hepatitis B virus DNA [#/volu,1,1,,
49366-8,Hepatitis B virus DNA [Log #/,1,1,,
49367-6,Hepatitis B virus DNA [Log #/,1,1,,
49368-4,Hepatitis B virus DNA [Units/,1,1,,
49369-2,Hepatitis C virus RNA [#/volu,1,1,,
493-7,Temocillin [Susceptibility] b,1,1,,
49370-0,Hepatitis C virus RNA [#/volu,1,1,,
49371-8,Hepatitis C virus RNA [#/volu,1,1,,
49372-6,Hepatitis C virus RNA [Log #/,1,1,,
49373-4,Hepatitis C virus RNA [Log #/,1,1,,
49374-2,Hepatitis C virus RNA [Log #/,1,1,,
49375-9,Hepatitis C virus RNA [Log #/,1,1,,
49376-7,Hepatitis C virus RNA [Units/,1,1,,
49377-5,Hepatitis C virus RNA [Units/,1,1,,
49378-3,Hepatitis C virus RNA [Units/,1,1,,
4937-9,HLA-DQ3 [Presence],1,1,,
49379-1,Hepatitis C virus RNA [Units/,1,1,,
49380-9,Hepatitis C virus RNA [#/volu,1,1,,
49381-7,Herpes simplex virus 1+2 DNA,1,1,,
49382-5,Herpes simplex virus 1+2 DNA,1,1,,
49383-3,Herpes simplex virus 1+2 DNA,1,1,,
49384-1,Herpes simplex virus 1+2 DNA,1,1,,
49385-8,Herpes simplex virus 1+2 DNA,1,1,,
49386-6,Herpes simplex virus 1+2 DNA,1,1,,
4938-7,HLA-DQ4 [Presence] in Donor,1,1,,
49387-4,Herpes virus 6 DNA [#/volume],1,1,,
49388-2,Herpes virus 6 DNA [#/volume],1,1,,
49389-0,Herpes virus 6 DNA [#/volume],1,1,,
49390-8,Herpes virus 6 DNA [#/volume],1,1,,
49391-6,Herpes virus 6 DNA [#/volume],1,1,,
49392-4,Herpes virus 6 DNA [#/volume],1,1,,
49393-2,Herpes virus 6 DNA [#/volume],1,1,,
49394-0,Herpes virus 7 DNA [#/volume],1,1,,
4939-5,HLA-DQ4 [Presence],1,1,,
49395-7,Herpes virus 7 DNA [#/volume],1,1,,
49396-5,Herpes virus 7 DNA [#/volume],1,1,,
49397-3,Herpes virus 7 DNA [#/volume],1,1,,
49398-1,Herpes virus 7 DNA [#/volume],1,1,,
49399-9,Herpes virus 7 DNA [#/volume],1,1,,
49400-5,Herpes virus 7 DNA [#/volume],1,1,,
49401-3,Herpes virus 7 DNA [#/volume],1,1,,
49402-1,Herpes virus 8 DNA [#/volume],1,1,,
4940-3,HLA-DQ5(1) [Presence] in Dono,1,1,,
49403-9,Herpes virus 8 DNA [#/volume],1,1,,
49404-7,Herpes virus 8 DNA [#/volume],1,1,,
49405-4,Herpes virus 8 DNA [#/volume],1,1,,
49406-2,Herpes virus 8 DNA [#/volume],1,1,,
49407-0,Herpes virus 8 DNA [#/volume],1,1,,
49408-8,Herpes virus 8 DNA [#/volume],1,1,,
49409-6,Herpes virus 8 DNA [#/volume],1,1,,
49410-4,JC virus DNA [#/volume] (vira,1,1,,
4941-1,HLA-DQ5(1) [Presence],1,1,,
49411-2,JC virus DNA [#/volume] (vira,1,1,,
49412-0,JC virus DNA [#/volume] (vira,1,1,,
49413-8,JC virus DNA [#/volume] (vira,1,1,,
49414-6,JC virus DNA [#/volume] (vira,1,1,,
49415-3,JC virus DNA [#/volume] (vira,1,1,,
49416-1,JC virus DNA [#/volume] (vira,1,1,,
49417-9,JC virus DNA [#/volume] (vira,1,1,,
49418-7,Papova virus SV 40 DNA [#/vol,1,1,,
49419-5,Papova virus SV 40 DNA [#/vol,1,1,,
49420-3,Papova virus SV 40 DNA [#/vol,1,1,,
49421-1,Papova virus SV 40 DNA [#/vol,1,1,,
49422-9,Papova virus SV 40 DNA [#/vol,1,1,,
49423-7,Papova virus SV 40 DNA [#/vol,1,1,,
49424-5,Papova virus SV 40 DNA [#/vol,1,1,,
49425-2,Papova virus SV 40 DNA [#/vol,1,1,,
49426-0,Papova virus SV 40 DNA [#/vol,1,1,,
49427-8,Parvovirus B19 DNA [#/volume],1,1,,
49428-6,Parvovirus B19 DNA [#/volume],1,1,,
4942-9,HLA-DQ6(1) [Presence] in Dono,1,1,,
49429-4,Parvovirus B19 DNA [#/volume],1,1,,
49430-2,Parvovirus B19 DNA [#/volume],1,1,,
49431-0,Parvovirus B19 DNA [#/volume],1,1,,
49432-8,Parvovirus B19 DNA [#/volume],1,1,,
49433-6,Parvovirus B19 DNA [#/volume],1,1,,
49434-4,Parvovirus B19 DNA [#/volume],1,1,,
49435-1,Parvovirus B19 DNA [#/volume],1,1,,
49436-9,Pneumocystis jiroveci DNA [#/,1,1,,
4943-7,HLA-DQ6(1) [Presence],1,1,,
49437-7,Pneumocystis jiroveci DNA [#/,1,1,,
49438-5,Pneumocystis jiroveci DNA [#/,1,1,,
49439-3,Pneumocystis jiroveci DNA [#/,1,1,,
49440-1,Pneumocystis jiroveci DNA [#/,1,1,,
49441-9,Pneumocystis jiroveci DNA [#/,1,1,,
49442-7,Pneumocystis jiroveci DNA [#/,1,1,,
49443-5,Toxoplasma gondii DNA [#/volu,1,1,,
49444-3,Toxoplasma gondii DNA [#/volu,1,1,,
4944-5,HLA-DQ7(3) [Presence] in Dono,1,1,,
49445-0,Toxoplasma gondii DNA [#/volu,1,1,,
49446-8,Toxoplasma gondii DNA [#/volu,1,1,,
49447-6,Toxoplasma gondii DNA [#/volu,1,1,,
49448-4,Toxoplasma gondii DNA [#/volu,1,1,,
49449-2,Toxoplasma gondii DNA [#/volu,1,1,,
494-5,Temocillin [Susceptibility] b,1,1,,
49450-0,Varicella zoster virus DNA [#,1,1,,
49451-8,Varicella zoster virus DNA [#,1,1,,
4945-2,HLA-DQ7(3) [Presence],1,1,,
49452-6,Varicella zoster virus DNA [#,1,1,,
49453-4,Varicella zoster virus DNA [#,1,1,,
49454-2,Varicella zoster virus DNA [#,1,1,,
49455-9,Varicella zoster virus DNA [#,1,1,,
49456-7,Alpha synuclein Ag [Presence],1,1,,
49457-5,Androgen receptor Ag [Presenc,1,1,,
49458-3,Annexin 1 Ag [Presence] in Ti,1,1,,
49459-1,Alzheimer precursor protein A,1,1,,
4946-0,HLA-DQ8(3) [Presence] in Dono,1,1,,
49460-9,Beta catenin Ag [Presence] in,1,1,,
49461-7,C4d Ag [Presence] in Tissue b,1,1,,
49462-5,Calponin Ag [Presence] in Tis,1,1,,
49463-3,CD1 Ag [Presence] in Tissue b,1,1,,
49464-1,CD13 Ag [Presence] in Tissue,1,1,,
49465-8,CD14 Ag [Presence] in Tissue,1,1,,
49466-6,CD2 Ag [Presence] in Tissue b,1,1,,
49467-4,CD22 Ag [Presence] in Tissue,1,1,,
49468-2,CD27 Ag [Presence] in Tissue,1,1,,
49469-0,CD33 Ag [Presence] in Tissue,1,1,,
49470-8,CD35 Ag [Presence] in Tissue,1,1,,
49471-6,IgG subclass 4 Ag [Presence],1,1,,
49472-4,Mammaglobin Ag [Presence] in,1,1,,
49473-2,CD123 Ag [Presence] in Tissue,1,1,,
49474-0,CD163 Ag [Presence] in Tissue,1,1,,
49475-7,CD41-Bf Ag [Presence] in Tiss,1,1,,
49476-5,Cyclooxygenase 2 Ag [Presence,1,1,,
49477-3,CXCL13 Ag [Presence] in Tissu,1,1,,
4947-8,HLA-DQ8(3) [Presence],1,1,,
49478-1,CXCR5 Ag [Presence] in Tissue,1,1,,
49479-9,FOXP3 Ag [Presence] in Tissue,1,1,,
49480-7,Herpes virus 8 latent nuclear,1,1,,
49481-5,TCL-1A Ag [Presence] in Tissu,1,1,,
49482-3,Vascular endothelial growth f,1,1,,
49483-1,HIV 1 [Interpretation] in Ser,1,1,,
49484-9,Phenylalanine [Presence] in B,1,1,,
49485-6,Platelet aggregation ristocet,1,1,,
4948-6,HLA-DQ9(3) [Presence] in Dono,1,1,,
49486-4,Alphapinene [Presence] in Blo,1,1,,
49487-2,Nateglinide [Presence] in Ser,1,1,,
49488-0,Collection time of Body fluid,1,1,,
49489-8,FDA package insert Microbiolo,2,,1,1
49490-6,BCR-ABL1 b2a2 fusion protein,1,1,,
49491-4,BCR-ABL1 b3a2 fusion protein,1,1,,
49492-2,Leukemia markers [Interpretat,1,1,,
49493-0,Leukemia markers [Interpretat,1,1,,
4949-4,HLA-DQ9(3) [Presence],1,1,,
49494-8,Leukemia markers [Interpretat,1,1,,
75449-9,Nurse Hospital Note,2,,1,1
49495-5,Hepatitis B virus surface Ab,1,1,,
49496-3,BCR-ABL1 e1a1 fusion protein,1,1,,
49497-1,Platelets [#/volume] in Blood,1,1,,
49498-9,Leukocytes [#/volume] in Bloo,1,1,,
49499-7,Blood.dried/Total of Stone,1,1,,
49500-2,Calcium oxalate dihydrate/Tot,1,1,,
49501-0,Calcium oxalate monohydrate/T,1,1,,
4950-2,HLA-DR10 [Presence] in Donor,1,1,,
49502-8,Glucose-6-Phosphate dehydroge,1,1,,
49503-6,Neutrophil cytoplasmic Ab.per,1,1,,
49504-4,CMT demyelinating gene mutati,1,1,,
49505-1,Erythrocyte clumps [#/area] i,1,1,,
49506-9,MYOC gene mutations found [Id,1,1,,
49507-7,MR Unspecified body region W,2,,1,1
49508-5,Fetal Narrative [Interpretati,2,,1,1
49509-3,MG Breast duct - right Single,2,,1,1
4951-0,HLA-DR10 [Presence],1,1,,
49510-1,MG Breast duct - left Single,2,,1,1
49511-9,RFA Femoral artery Runoff WO,2,,1,1
49512-7,RF Unspecified body region Vi,2,,1,1
49513-5,Fetal Abdomen Narrative Study,2,,1,1
49514-3,Acetaldehyde [Presence] in Ga,1,1,,
49515-0,Bisacodyl [Mass/volume] in St,1,1,,
49516-8,Topiramate [Mass/volume] in S,1,1,,
49517-6,Topiramate [Mass/volume] in S,1,1,,
49518-4,Influenza virus Ab [Titer] in,1,1,,
49519-2,Influenza virus A H16 Ab [Tit,1,1,,
495-2,Tetracycline [Susceptibility],1,1,,
49520-0,Influenza virus A H1 RNA [Pre,1,1,,
49521-8,Influenza virus A H1 RNA [Pre,1,1,,
49522-6,Influenza virus A H3 Ag [Pres,1,1,,
49523-4,Influenza virus A H3 RNA [Pre,1,1,,
49524-2,Influenza virus A H3 RNA [Pre,1,1,,
49525-9,Influenza virus A H5 Ab [Pres,1,1,,
49526-7,Influenza virus A H5 RNA [Pre,1,1,,
49527-5,Influenza virus A H7 RNA [Pre,1,1,,
4952-8,HLA-DR11(5) [Presence] in Don,1,1,,
49528-3,Influenza virus A H9 RNA [Pre,1,1,,
49529-1,Influenza virus A Ag [Presenc,1,1,,
49530-9,Deprecated Influenza virus A,1,1,,
49531-7,Influenza virus A RNA [Presen,1,1,,
49532-5,Influenza virus A hemagglutin,1,1,,
49533-3,Influenza virus B Ab [Presenc,1,1,,
49534-1,Influenza virus B Ag [Presenc,1,1,,
49535-8,Influenza virus B RNA [Presen,1,1,,
4953-6,HLA-DR11(5) [Presence],1,1,,
49536-6,Influenza virus B RNA [Identi,1,1,,
49537-4,Influenza virus A and B RNA [,1,1,,
49538-2,Influenza virus identified in,1,1,,
49539-0,Cytomegalovirus IgM Ab [Prese,1,1,,
49540-8,Acid citrate dextrose [Volume,1,1,,
49541-6,Fasting status - Reported,1,1,,
49542-4,Date and time of pheresis pro,1,1,,
49543-2,Deprecated Calcidiol+Calcifer,1,1,,
4954-4,HLA-DR12(5) [Presence] in Don,1,1,,
49544-0,Newborn screening recommended,1,1,,
49545-7,JC virus DNA [Units/volume] (,1,1,,
49546-5,Age of Blood specimen,1,1,,
49547-3,JC virus DNA [Units/volume] (,1,1,,
49548-1,Date reference lab test sent,1,1,,
49549-9,Reference lab test method,1,1,,
49550-7,CD59 Deficient leukocytes/100,1,1,,
4955-1,HLA-DR12(5) [Presence],1,1,,
49551-5,Creatine kinase.MB [Mass/volu,1,1,,
49552-3,Epinephrine+Norepinephrine [M,1,1,,
49553-1,Kappa light chains.free/Lambd,1,1,,
49554-9,Beta F1 Ag [Presence] in Tiss,1,1,,
49555-6,HLA-A+B+C (class I) Ag [Prese,1,1,,
49556-4,p16INK4a Ag [Presence] in Tis,1,1,,
49557-2,PDGFR-beta Ag [Presence] in T,1,1,,
49558-0,TAU 3 Ag [Presence] in Tissue,1,1,,
49559-8,TAU 4 Ag [Presence] in Tissue,1,1,,
49560-6,Payment procedure,2,,1,1
49561-4,Payment diagnosis [identifier,2,,1,1
49562-2,Holoprosencephaly gene target,1,1,,
49563-0,Troponin I.cardiac [Mass/volu,1,1,,
49564-8,Epstein Barr virus band patte,1,1,,
49565-5,MRA Thoracic spine vessels,2,,1,1
49566-3,SPECT Heart at rest and W Tc-,2,,1,1
49567-1,SPECT Heart perfusion W adeno,2,,1,1
49568-9,SPECT Heart perfusion at rest,2,,1,1
4956-9,HLA-DR13(6) [Presence] in Don,1,1,,
49569-7,SPECT Heart perfusion and wal,2,,1,1
49570-5,XR Ankle - bilateral GE 6 Vie,2,,1,1
49571-3,NM Unspecified body region Li,2,,1,1
49572-1,Second trimester triple mater,1,1,,
49573-9,HIV genotype [Susceptibility],1,1,,
49574-7,Phosphatidylinositol+Phosphat,1,1,,
49575-4,Sphingomyelin/Surfactant.tota,1,1,,
49576-2,Phosphatidylethanolamine/Surf,1,1,,
4957-7,HLA-DR13(6) [Presence],1,1,,
49577-0,Lecithin/Surfactant.total in,1,1,,
49578-8,Aminocaproate cutoff [Mass/vo,1,1,,
49579-6,Aminocaproate [Presence] in S,1,1,,
49580-4,HIV 1+2 Ab [Presence] in Unsp,1,1,,
49581-2,Reference lab test identifier,1,1,,
49582-0,Trisomy 18 risk cutoff in Fet,1,1,,
49583-8,Trisomy 21 risk cutoff in Fet,1,1,,
49584-6,Neural tube defect risk cutof,1,1,,
4958-5,HLA-DR14(6) [Presence] in Don,1,1,,
49585-3,Alpha-1-Fetoprotein multiple,1,1,,
49586-1,First and Second trimester in,1,1,,
49587-9,Protein.abnormal band [Mass/v,1,1,,
49588-7,First trimester maternal scre,1,1,,
49589-5,Bacterial susceptibility pane,1,1,,
49590-3,Calcidiol and Calciferol pane,1,1,,
49591-1,Calcidiol and Calciferol [Int,1,1,,
49592-9,Satratoxin IgM Ab [Units/volu,1,1,,
4959-3,HLA-DR14(6) [Presence],1,1,,
49593-7,Trichothecene IgA Ab [Units/v,1,1,,
49594-5,Trichothecene IgG Ab [Units/v,1,1,,
49595-2,Trichothecene IgM Ab [Units/v,1,1,,
49596-0,Uroporphyrinogen decarboxylas,1,1,,
49597-8,Trichothecene IgE Ab [Units/v,1,1,,
49598-6,Natalizumab Ab [Presence] in,1,1,,
49599-4,CD55 Granulocytes [Presence],1,1,,
496-0,Tetracycline [Susceptibility],1,1,,
49600-0,Hepatitis B virus DNA [log un,1,1,,
4960-1,HLA-DR15(2) [Presence] in Don,1,1,,
49601-8,Hepatitis B virus DNA [log un,1,1,,
49602-6,Hepatitis B virus DNA [log un,1,1,,
49603-4,Hepatitis C virus RNA [log un,1,1,,
49604-2,Hepatitis C virus RNA [log un,1,1,,
49605-9,Hepatitis C virus RNA [log un,1,1,,
49606-7,Hepatitis B virus DNA [log un,1,1,,
49607-5,Hepatitis C virus genotype [I,1,1,,
49608-3,Hepatitis C virus RNA [log un,1,1,,
49609-1,Vibrio sp DNA [Identifier] in,1,1,,
49610-9,Streptococcus pyogenes DNA [I,1,1,,
49611-7,Deprecated Streptococcus pneu,1,1,,
49612-5,Salmonella sp DNA [Presence],1,1,,
49613-3,Deprecated Enterococcus sp DN,1,1,,
49614-1,Campylobacter sp DNA [Identif,1,1,,
49615-8,Borrelia sp DNA [Identifier],1,1,,
49616-6,Legionella sp DNA [Identifier,1,1,,
49617-4,Carbapenem resistance blaKPC,1,1,,
49618-2,Atazanavir+Ritonavir [Suscept,1,1,,
4961-9,HLA-DR15(2) [Presence],1,1,,
49619-0,Indinavir+Ritonavir [Suscepti,1,1,,
49620-8,lamiVUDine or Emtricitabine [,1,1,,
49621-6,Saquinavir+Ritonavir [Suscept,1,1,,
49622-4,Tipranavir+Ritonavir [Suscept,1,1,,
49623-2,Amprenavir or Fosamprenavir [,1,1,,
49624-0,Cholesterol in VLDL 1+2 [Mass,1,1,,
49625-7,CD59 Granulocytes [Interpreta,1,1,,
49626-5,Muscle sarcolemma Ab [Titer],1,1,,
4962-7,HLA-DR16(2) [Presence] in Don,1,1,,
49627-3,Muscle sarcolemma Ab [Titer],1,1,,
